url,in_swdb,SITE_URL,num_site_ids,account_ids,site_ids
fstlogistics.com,True,fstlogistics.com,7.0,31880019;340498;37720766;37710260;37701939;2278441;2278441,46750606;2054736;181187558;181190385;181195473;2037606;2023486
nola-law.com,True,nola-law.com,1.0,2578362,1140561
j-addington.com,True,j-addington.com,1.0,33028918,173118253
bazcooil.com,True,bazcooil.com,1.0,1694669,1386462
aikenhousing.org,True,aikenhousing.org,1.0,5408919,7712319
milbermakris.com,True,milbermakris.com,5.0,1463606;1463606;1463606;1463606;1463606,732823;180116674;178750467;178181757;1732270
larlyn.com,True,larlyn.com,8.0,5438659;802951;36041624;802951;802951;802951;802951;802951,173396497;37491927;178907355;173069002;2957741;173380634;19680295;173375588
savannahcandy.com,True,savannahcandy.com,5.0,620804;765820;5415854;620804;36031876,784075;794840;7682343;821914;178261235
jastreet.com,True,jastreet.com,1.0,695884,2339531
glenroy.com,True,glenroy.com,4.0,2360738;2360738;2900475;2360738,2812437;2833825;2156328;5365694
gattoplaters.com,True,gattoplaters.com,1.0,687262,867085
soundtransit.org,True,soundtransit.org,3.0,3242162;979166;979166,5358658;2719300;2771713
flueid.com,True,flueid.com,1.0,33061365,173116021
atlasoil.com,True,atlasoil.com,15.0,1894598;1130947;1221802;1629599;1221802;1130947;38442593;1130947;37698135;1894598;2994658;1130947;1130947;1130947;1894598,526257;1330828;1393377;1997856;1384822;178577569;182244749;12081164;181180940;7026646;1834703;173211851;1383617;6837904;6896929
technicare.com,True,technicare.com,2.0,6212552;11018017,10416230;19926929
technicare.com,True,technicare.com,1.0,2968618,173303725
iovate.com,True,iovate.com,2.0,886637;886637,565036;7006494
bradleycaldwell.com,True,bradleycaldwell.com,1.0,2971272,2140516
leeindustries.com,True,leeindustries.com,5.0,1845290;1845290;3158542;1845290;1845290,1878130;1891564;5403032;179702517;11181818
lfdcs.org,True,lfdcs.org,2.0,1132140;33086057,1256861;173171273
ndpaper.com,True,ndpaper.com,23.0,34153992;34153992;37512062;34153992;33553215;37514959;34153992;34153992;34153992;34153992;34153992;34153992;34153992;38601805;37512062;34153992;38881507;34153992;34153992;34153992;34153992;34153992;34153992,45658250;26225515;180920597;27434657;33410702;173964007;26298544;45534004;32613689;25903669;31559984;24213190;26004305;31669422;46818213;47033645;46814190;24702598;180909173;180475237;25767896;26019910;181708110
marshallindtech.com,True,marshallindtech.com,2.0,1403928;1403928,1602204;36578293
ceoempowers.org,True,ceoempowers.org,2.0,871245;871245,173086334;1727218
lawyersmutual.com,True,lawyersmutual.com,1.0,772908,173028
taoscounty.org,True,taoscounty.org,9.0,525734;2041517;525734;525734;34373107;525734;61173;61173;61173,178194720;1702211;178686422;178575210;176234548;1689982;178152924;178155608;178786856
phihong.com.tw,True,phihong.com.tw,5.0,38785780;14378837;15629907;6236993;15629907,177516627;25062891;24402935;177324875;24779894
floodlaw.com,True,floodlaw.com,2.0,2079181;38453203,1345816;182251641
gkcorp.com,True,gkcorp.com,1.0,2712465,1360433
primesourcestaffing.com,True,primesourcestaffing.com,2.0,1170556;1170556,11213591;36057633
dobsystems.com,True,dobsystems.com,1.0,1741687,2452952
saundersmidwest.com,True,saundersmidwest.com,1.0,21475204,32465206
norton.k12.ma.us,True,norton.k12.ma.us,6.0,1584585;1584585;1584585;1584585;1584585;1584585,174172064;1258403;173089445;45247530;173240938;44562866
mcna.net,True,mcna.net,3.0,3311181;3311181;3311181,173105595;643901;36057305
morningstarco.com,True,morningstarco.com,7.0,38461962;2430508;2430508;2136026;2822335;1020870;1020870,182264114;140810;36265447;343032;1360641;195913;309839
polycab.com,True,polycab.com,15.0,20186256;20186256;20186256;20186256;15882841;17681024;20186256;20186256;20186256;20186256;20759962;20186256;20186256;20186256;20186256,182181897;182165168;182155917;182168170;30249403;30021386;182686518;182163011;182184318;182163388;31301295;182174233;30953543;182163379;182188954
dgse.com,True,dgse.com,5.0,1412529;1412529;1412529;1412529;1412529,37114511;19381877;2429620;17705196;7204238
goosehead.com,True,goosehead.com,4.0,8613914;36976456;37710796;37691608,178440116;180397115;181197848;181171297
fmgl.com.au,True,fmgl.com.au,17.0,10727815;10727815;38325857;10727815;10727815;10727815;10727815;10727815;10727815;10727815;38937390;38938370;10727815;38938370;38938370;10727815;38938370,18713441;23220109;182002517;18603289;23410542;175026804;29252762;18813383;23299169;23359103;182124523;23239280;18569916;29331285;23426938;18817617;23291793
garonproducts.com,True,garonproducts.com,1.0,4208913,6760321
carolinaarthritis.com,True,carolinaarthritis.com,1.0,2933319,1911014
seaeng.com,True,seaeng.com,3.0,2946407;2946407;1316877,1537412;178453823;1536622
bienvilleortho.com,True,bienvilleortho.com,4.0,616857;616857;33050260;616857,1458250;7037829;173139201;7037826
knfilters.com,True,knfilters.com,2.0,1653382;1146599,126355;174515
knfilters.com,True,knfilters.com,1.0,2999490,2917608
knfilters.com,True,knfilters.com,1.0,1653382,180912584
123.com,True,123.com,166.0,12904335;27137018;27113647;27083684;27139980;27127510;15306722;18698691;27078931;19872189;20875090;27118600;27187264;27136958;27023803;27109266;27138486;13876899;27109327;19735244;27113740;16062831;27111928;27112405;27111707;27112579;20390492;27109043;27024949;27112048;27022284;22373088;15747244;27109835;27022938;22420292;27109133;27111841;27109827;27113643;27113908;27134945;27187270;27087019;15976727;27109101;27113893;38635466;27113201;14297784;27113183;27112939;27022972;27078588;27109399;27112823;27112819;16143009;27159168;27135990;27089960;27083048;13628068;27112072;27111726;27112821;27125298;27111347;27133364;27111665;15709924;27112281;12845814;27138609;27088597;27134217;13154284;27081710;27086526;27187560;27187600;27113020;15239919;17279427;27125765;27112661;27187119;12809169;27113133;27112123;27185730;27112482;27079180;20623148;27112578;27137017;27113650;16113178;27118353;16300016;15015439;27113735;27139707;27109057;27086977;27112332;27141599;13879613;22319640;14035178;27129729;27109311;27118731;27112184;27022650;27175616;27111896;27112594;27112590;18309882;14686224;27112591;27187107;27111646;20943393;27112035;27111902;31008052;27112119;27161650;19808296;27112703;27187506;21317895;27089959;27111626;27109365;27134705;19988724;27109755;13919283;27109091;27187282;27113296;18535385;13032900;27137067;27132617;38602435;27088958;27134037;27112392;22346145;27133290;27025272;14709246;27023397;27112586;27134220;27026008;27111936;27109781;27083341;27112841;27113003;17881257,27689535;37763972;38066749;38368905;37966813;37662447;25350835;25747564;39077594;25286029;25857814;39107475;37969103;37561666;37709613;39079250;38776343;31707152;38876516;38671985;38471330;37690482;37459953;38673729;37965375;38167657;25287052;38572469;38163937;38572863;38601345;32695725;32223055;38369967;37860022;32860798;37459499;38876728;38924134;38708761;39126519;37460730;37904969;37559402;25831359;37459498;37459728;38373625;38471379;32328333;38512496;38905070;37556439;38976376;38774544;38876803;39159036;26191038;38822419;38169136;37660807;37791876;24303685;38202533;38673663;38977487;38405177;37500656;37662749;39078844;25586649;37661432;25629233;37595285;37458595;37561584;25175769;37458270;38369007;37791492;37803999;37560530;31623089;24721878;38776059;38673760;38171592;24320968;38673356;38066653;38373559;38506190;39077582;24618473;37459968;38169191;38268971;38369995;37763093;24298954;24262503;37661811;38068083;38470896;37862918;39159045;38371468;25281697;32886726;24636037;38269652;37863861;39113851;38012913;38399211;38809634;38066640;37560501;38268869;25744016;25621311;38673739;39012197;37864325;24907191;38673694;37662058;38877667;39078484;37663974;39178596;37863995;38171542;26046481;38166643;38114134;37500662;38776080;27428775;38977408;25367083;39107517;39082121;37459700;25117959;24737886;37865148;37966318;38822527;38065702;38269928;38876758;32613391;38674700;38669731;24662413;37759156;39175232;37966409;38062368;38208958;38167889;37810626;37500649;37898918;26067027
chuckecheese.com,True,chuckecheese.com,442.0,37725820;37725820;37725820;37725820;37725820;78893;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;10860499;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;1423714;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;493564;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;11233104;37725820;6657915;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;200818;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;10865276;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;11191221;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;382651;37725820;37725820;37725820;11049897;37725820;37725820;200818;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;10811766;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;200818;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;10867907;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;2777249;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;200818;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;11242105;11099482;37725820;37725820;37725820;37725820;37725820;37725820;200818;37725820;37725820;37725820;37725820;37725820;37725820;10865276;200818;37725820;37725820;37725820;78893;37725820;37725820;37725820;37725820;37725820;37725820;493564;37725820;37725820;37725820;11049456;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;2810759;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;200818;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820;37725820,19891041;6713893;19402223;6738638;19954165;180223938;19450245;6868941;19426400;19943532;19392282;19943969;178688766;19943957;42852588;36473248;19392279;19951325;36897946;19392276;19895714;19944472;19489086;19391815;19427090;19426402;19438246;19943978;19402269;19944989;19946711;19426395;19463236;19392307;36157251;19982248;19943498;19392278;19402257;19984504;36154779;7206183;19895851;19966821;19894541;19426092;19427139;19392291;2578711;173186463;19437188;19489097;36790382;19944002;19943989;19943996;36056191;1115039;19436258;19982241;19427123;19895848;19427135;19888931;19393492;19426767;19400894;19943955;19980373;36057914;7229707;19391814;19427064;33765667;19895312;37003304;19943535;19896213;19430402;19982267;8680358;19392286;19489092;6989293;19982250;19981132;19275522;7032741;2504228;19489089;19968585;19488553;37313955;43062732;19981769;19943493;19982254;19895736;19962742;36371836;19426405;19426362;19428376;19400891;19943701;19392283;174599815;1663591;19421834;7209664;19951324;37218790;19426382;19895712;42699840;181989323;19430986;19945330;19981792;7229704;19982249;19944009;19982256;19966693;42477569;19895718;181193202;19400720;19945603;19980375;19427138;19437423;19449494;19895336;7033789;19997326;36158110;19479449;19420370;19395489;19982263;19400349;19895730;19426398;42892335;173273826;19995251;7034553;42788495;19426401;36580801;19944013;19943973;19895754;19895427;19427144;19489098;19427148;19429218;19981795;19429708;19907242;19472049;19426369;19980082;19895716;173156617;19427075;19945898;19895740;19426357;37325306;178326689;19437884;19980724;19943959;19392288;19426406;42892336;19944008;19943538;293217;19895313;19895703;19392144;19345954;19981768;19400884;173092547;19946081;19953747;27286461;42478531;19944477;19391810;19972429;19982258;19895291;19435798;19489093;19958407;19402888;37216275;37321325;19430068;19973198;37314476;19396832;19438184;19427063;19392292;19943531;19436749;19944473;19943988;19895752;19420635;6887146;19427131;178381523;19426386;19895849;19943987;19968847;36345809;19392308;180062335;7229703;19423766;19427155;19895325;19392281;19943947;19426376;181900619;19437916;19463957;180062336;19895311;7322588;19895753;19895751;19895742;19896208;7229705;36259309;19896220;42476800;2286415;7034927;19426358;19429649;19392300;19943971;19960430;19895728;19943952;36899971;6949384;19396217;19943492;19902866;19430413;19437781;42788494;37008540;19984656;43200359;19392304;19896218;19895350;19982246;19980084;19944007;19427104;19896203;19466326;19462697;19464260;42982636;19979913;844347;19396013;19895298;19427085;19436656;43111335;19392311;19400895;19943956;19981546;19973618;174610635;19428231;19896217;19952752;19430427;19965841;19401403;36058476;19401727;6954490;19980600;19969539;19480459;19489096;19473221;19473503;19425440;19392310;19943994;19895340;19943998;19975850;37216682;173166730;19895750;19391811;181215221;19431351;19389447;19490815;173077365;174610634;7026598;19943997;180122276;608930;42480468;19895739;19436955;19944012;19895422;19943528;19898229;19475065;19895341;19895347;19423896;19464435;19957810;37005809;6883544;37214805;6873979;19429173;19950873;19950277;178651165;19895850;19895301;19947379;19392312;19943991;19944993;180220014;19427904;181610281;42852586;19895288;19946101;19965586;178356852;19935038;19392299;19400893;6873695;6954054;19974128;36058377;19489088;19896214;19943954;6884811;19901057;19982264;19896201;19943953;19943999;19970222;19895746;36474977;19392298;19436887;19943496;19427147;19944001;6874217;19895845;19895426;19967610;19392301;19981776;19896215;6724390;36265355;19943950;19981770;332379;33175877;19895733;19489087;19981781;2511180;19436197;173166690;19427151;19895852;19972836;19392293;19393978;19426361;19943495;19437297;19943536;19984774;19943993;19959356;19980232;19426374;19392227;19393850;19387626;46751127;19982979;19943503;19465133;19973166;19427137;19472048;19982257;19943530;19475588;19391822;19392309;19934796;19943966;7167320;19943975;19488552;19944010;19392306
cardiovirginia.com,True,cardiovirginia.com,1.0,2769860,2648869
sfr.fr,True,sfr.fr,1.0,37751716,181251735
srstlaw.com,True,srstlaw.com,2.0,1711532;1711532,1668097;2177288
yaleappliance.com,True,yaleappliance.com,4.0,38472156;1627587;1627587;1627587,182282739;1319472;1281757;178274678
kns.com,True,kns.com,10.0,831653;831653;831653;831653;831653;831653;831653;831653;37690193;831653,2180087;174423379;246681;173356653;19419581;179825356;2139300;2202580;181169079;180299368
kns.com,True,kns.com,7.0,831653;831653;831653;831653;37033556;831653;831653,23539749;46191946;179828685;26055367;24806521;177538775;32864828
mayaassurance.com,True,mayaassurance.com,2.0,497629;5628455,1785879;8670051
americanstandard-us.com,True,americanstandard-us.com,9.0,6244419;6244419;38445544;33972891;3042526;6244419;33047486;6244419;38340381,173126698;173837912;182242626;174661090;5371104;2340927;173188489;1644680;181914919
outerstuff.com,True,outerstuff.com,3.0,2092074;2092074;2092074,7676132;7619704;1602893
cityofbelvedere.org,True,cityofbelvedere.org,4.0,2564669;2564669;24841680;11308387,376721;258476;36160163;19342348
littlearth.com,True,littlearth.com,1.0,2995721,2187548
barfieldinc.com,True,barfieldinc.com,8.0,579797;579797;579797;579797;579797;579797;579797;1162469,571957;759488;36040758;641722;173191744;178743236;72214;758285
riotinto.com,True,riotinto.com,9.0,1839625;33081776;5074218;1839625;1839625;1839625;5074218;1839625;1839625,2038495;173239298;1762492;17864207;2606146;2617766;548569;556243;269068
riotinto.com,True,riotinto.com,23.0,10849956;1839625;1839625;26037590;1839625;1839625;1839625;29626842;1839625;1839625;1839625;1839625;1839625;1839625;1839625;26007632;1839625;1839625;36128218;1839625;1839625;1839625;36050662,19602118;173367930;173460345;38931224;173387235;173392071;2920633;41995298;173415164;173383336;173445517;173369633;173296610;182293223;173460362;37411676;3119642;173383409;179109764;173462113;173367295;3062737;178884754
riotinto.com,True,riotinto.com,90.0,1839625;11072049;11072049;1839625;11072049;11072049;34287122;1839625;1839625;11072049;21031559;11072049;11072049;1839625;11072049;11072049;1839625;11072049;27581845;11072049;11072049;13688754;11072049;1839625;11072049;11072049;11072049;11072049;11072049;1839625;1839625;1839625;11072049;1839625;11072049;29911414;1839625;11072049;11072049;1839625;11072049;1839625;11072049;1839625;11072049;11072049;22631341;1839625;11072049;11310426;11216890;1839625;11072049;11072049;11072049;11072049;27581845;11072049;1839625;13555899;11072049;1839625;11072049;18575132;11072049;1839625;1839625;11072049;11072049;34479833;20077064;11027748;34287122;1839625;11072049;10961749;11072049;1839625;27581845;27493296;11072049;1839625;1839625;1839625;1839625;11072049;11072049;1839625;11072049;22659031,18485673;22997145;36120451;36752504;23387745;45249266;18568491;27476669;24814604;23454950;29312003;23458064;18757473;22862853;23381673;31424555;182166555;23332795;180225708;18672585;23389923;29221484;180071308;37077099;23393287;18380138;23360416;23395939;29295397;23371713;182189446;18629825;23106245;18522289;179974173;18825592;46644044;18375083;18690874;23387832;7607112;23010340;23458290;23330078;18584256;180027046;32726327;28169811;23380180;18409584;18623632;182165910;18679383;23459175;23389901;18301530;37587298;18314760;22844126;23383914;18458905;18577401;18573870;27899878;23356807;23351455;31547600;179834907;29312828;181951650;29276666;18522577;23386943;180225753;29311428;18730690;22998599;23377075;182189851;38083689;23454952;23387835;18637693;44609464;23354339;29171375;18386275;23319978;23327547;174836575
apollocorp.com,True,apollocorp.com,2.0,36107657;3356355,178873270;3022497
pctinternational.com,True,pctinternational.com,4.0,1867390;11017711;1867390;4468578,72325;19344365;173220310;7157311
pctinternational.com,True,pctinternational.com,2.0,35218818;22313250,177089642;24721501
bertie.k12.nc.us,True,bertie.k12.nc.us,21.0,1908037;1908037;1555186;1908037;1908037;253644;1908037;1908037;253644;1908037;253644;1908037;1908037;253644;253644;1908037;1908037;1908037;253644;253644;1908037,178711302;178421096;1942188;178262206;1905826;173243506;36686606;178239863;1877695;1883541;174248383;178421195;1946638;174095617;45339687;179825839;178421921;180307922;1885678;173243422;1906713
amerasphalt.com,True,amerasphalt.com,2.0,1928947;1928947,2139948;173099637
breadtalk.com,True,breadtalk.com,12.0,31026010;16405639;31026010;16405639;16405639;16405639;35440264;31026010;16405639;16405639;16405639;16405639,18523927;181691159;181467293;181698661;173953237;181703777;177273262;179832943;181467383;24339905;181467300;181746680
srf.com,True,srf.com,1.0,4268836,7005195
srf.com,True,srf.com,13.0,20068543;19167976;25857129;19167976;19167976;19167976;19167976;19167976;19167976;19167976;19167976;19167976;19167976,29932469;35454904;33607905;180158296;180172096;180205761;180189863;180195933;182166033;180182887;179856120;31563358;180233525
nosm.ca,True,nosm.ca,2.0,494393;26042440,45337228;38830121
tridon.com.au,True,tridon.com.au,2.0,25830686;25830686,18374531;23336598
swirespo.com,True,swirespo.com,1.0,2605960,18587687
a1trusses.com,True,a1trusses.com,1.0,10899416,19758982
atstrack.com,True,atstrack.com,1.0,1792908,1430097
cps-k12.org,True,cps-k12.org,88.0,2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;4590387;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;38446702;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188;2821188,1986966;174666096;173083307;173839077;1986960;2052758;2032210;1979467;173083332;1986829;173109475;1986967;1967515;1986959;2006603;2008415;1967027;174621267;1986968;173118589;2042974;1986964;1986970;174621264;1986963;2021705;174621265;2009822;1978239;173083320;1978052;7248296;174825968;174664715;1978941;1985416;2040915;1998684;173083314;173098115;174621245;174621228;174621234;182692710;174666086;1994592;2042916;174621272;1986969;1986810;1986830;173081487;2040913;174664713;174629228;174621271;1978291;173083303;2014829;173090014;2060659;174663426;1997188;1979378;2041421;174825942;1979379;1997003;174619255;1978650;1982569;173177360;2013474;1979594;2032265;1997253;174150542;1967514;174846107;173118603;174621232;2013421;2050805;174664721;2009821;173083345;174812341;2041515
crtl.com,True,crtl.com,1.0,712411,1788991
neweratech.com,True,neweratech.com,11.0,37706635;11298688;11298688;6881859;2861315;2175808;10725088;37730785;11298688;2678467;11298688,181210000;174616882;1607601;11163350;989602;178045359;19927056;181210630;178060212;682356;19419208
neweratech.com,True,neweratech.com,2.0,22483611;22483611,181159064;180538434
onyx-fire.com,True,onyx-fire.com,1.0,38945322,182145319
onyx-fire.com,True,onyx-fire.com,3.0,37737125;10735526;36107967,181234417;2995477;178873724
onyx-fire.com,True,onyx-fire.com,1.0,22908792,33250031
wwcsd.net,True,wwcsd.net,28.0,1771411;1771411;1771411;1771411;1771411;1771411;1771411;1771411;1771411;1771411;1771411;1771411;1771411;1771411;1771411;1771411;1771411;1771411;1771411;1771411;1771411;1771411;1771411;1771411;1771411;1771411;1771411;1771411,173313203;173321764;174792621;43728898;174145949;174843265;1320458;173321967;173321775;173321788;173321875;173223960;174664588;43725735;174843746;174664587;173313050;173230916;173321786;173321762;173321779;173179857;173313202;173230900;174661322;173321777;173222100;173320198
wmwmeyer.com,True,wmwmeyer.com,1.0,554487,871504
mercyhurst.edu,True,mercyhurst.edu,3.0,2063420;33056604;1998993,2147940;173148573;2143493
glwholesale.com,True,glwholesale.com,1.0,313387,1363480
kryptonresources.com,True,kryptonresources.com,2.0,17767127;33460945,22941027;174006959
strataworldwide.com,True,strataworldwide.com,11.0,2841281;1742668;2994491;2841281;2841281;702026;2841281;2841281;209432;2841281;2841281,19366146;40235;919565;178194727;180127685;770192;2786410;812923;2042737;173190555;830178
strataworldwide.com,True,strataworldwide.com,1.0,2841281,23158681
miedemaproduce.com,True,miedemaproduce.com,2.0,1692126;1692126,1338746;55070
